,EffectiveLength,Length,Name,NumReads,TPM,Unnamed: 0,count,deviation,mean,std
69885,4671.991,4871,ENST00000302824,979.956062,6.455021,,1130,4.7758029708771605,977.8543726107548,31.85760139541539
33226,2115.991,2315,ENST00000405088,67.0,0.9744379999999999,,107,4.775726728935993,67.38,8.296119574837384
76116,397.004,596,ENST00000582009,182.0,14.108120999999999,,243,4.775677072304256,180.53,13.080867708221808
43366,3489.991,3689,ENST00000343817,922.1977730000001,8.131915,,1337,4.775012313270187,920.9462656579351,87.13144742806512
33157,806.9910000000001,1006,ENST00000430040,324.59405699999996,12.378416,,434,4.772755984352389,322.49051659954006,23.36375120916444
40794,4090.991,4290,ENST00000421351,1144.0,8.605786,,1291,4.772089928982512,1141.76,31.273509556811817
85052,1905.991,2105,ENST00000301264,264.415746,4.269328,,349,4.770313860797345,266.731045172635,17.24602557149436
81990,1811.991,2011,ENST00000320330,427.947113,7.268205,,562,4.769484972614367,428.91782190602527,27.902840423675027
58886,2832.991,3032,ENST00000372950,2482.893412,26.971553000000004,,2750,4.768577175777059,2479.35953504995,56.75497218013423
45091,484.001,683,ENST00000519237,401.0,25.497137,,489,4.767529714990572,400.85,18.489659272144525
4713,1220.991,1420,ENST00000396680,4113.611016,103.682126,,4718,4.767077713400485,4114.457148744753,126.60646365354168
86909,3827.991,4027,ENST00000262809,8.293398,0.066674,,26,4.765193217648559,8.533550355100752,3.6654231732324756
76759,1894.991,2094,ENST00000578774,197.0,3.199279,,269,4.76501016697491,198.86770735351,14.718183212400955
77616,1579.991,1779,ENST00000407215,99.301025,1.934159,,169,4.764834845430337,98.34499718566899,14.828426400149405
18481,1526.991,1726,ENST00000356531,9776.971071,197.042978,,10297,4.764312453280184,9778.498268988347,108.83033724093161
19942,15503.991000000002,15703,ENST00000421745,2914.038036,5.784219,,3151,4.763502906537041,2911.9108628229496,50.191873893672664
52864,3908.991,4108,ENST00000341394,7120.691272,56.05967,,7869,4.763392118396372,7145.62951861465,151.86036828496026
69496,2411.991,2611,ENST00000569437,264.124651,3.369972,,483,4.7594086842536045,265.0827703260649,45.78661849210581
85862,1783.991,1983,ENST00000591501,196.0,3.3810879999999996,,259,4.759299929985504,195.41,13.36120877765182
7022,887.9910000000001,1087,ENST00000373720,1388.503242,48.120653000000004,,1583,4.758639180759779,1390.9346535661507,40.36140147175091
67891,358.005,557,ENST00000559103,655.0,56.304733,,779,4.757111557601665,657.525,25.53545329536955
89844,1168.991,1368,ENST00000445575,194.683281,5.125198,,264,4.75502599876082,195.08422130661495,14.493249608171396
63825,618.998,818,ENST00000549340,900.2955720000001,44.759863,,1042,4.754413870444501,898.9901110525202,30.07939418915364
7112,367.005,566,ENST00000461712,160.849447,13.487774,,218,4.7542948634054545,160.43065924852002,12.108912552858287
14974,311.007,510,ENST00000437939,246.675519,24.408946,,322,4.754259565977722,246.55454271425498,15.869023606881997
63435,3337.991,3554,ENST00000549336,323.023641,2.97812,,420,4.753331248055372,324.6436780016348,20.060946107506457
1176,5906.991,6106,ENST00000373331,5883.31665,30.651304,,6861,4.752687280999219,5880.4055551083,206.32420921360023
68927,377.005,576,ENST00000559912,259.059528,21.146854,,337,4.752573481575306,259.8072636598552,16.242302541855324
20404,1121.991,1321,ENST00000295304,217.0,5.952008,,288,4.75091202985914,216.485,15.052899222408954
17438,4465.991,4665,ENST00000296051,1946.904843,13.415904000000001,,2257,4.750840265334624,1953.6176721218499,63.85866729551715
79598,527.999,727,ENST00000519331,199.0,11.598789,,260,4.750800582895829,199.265,12.784161098797219
66028,4010.991,4210,ENST00000228437,738.0,5.662363,,860,4.749054512022193,740.415,25.180801714798513
8415,4422.991,4622,ENST00000371065,634.0,4.411297,,751,4.747878358395067,634.035,24.635214125312572
15714,1912.991,2112,ENST00000349511,2412.479076,38.810007,,2668,4.7472690387152365,2409.9268384235497,54.36244701359777
64744,1300.991,1500,ENST00000542466,159.56284,3.7744230000000005,,220,4.746910942992539,158.27596087036002,13.002990759866252
28478,577.998,777,ENST00000522491,127.077449,6.766044,,185,4.746887659676265,126.8946774549751,12.240719964497256
74605,4875.991,5075,ENST00000269280,0.0,0.0,,20,4.745461674867719,0.5412816180558143,4.100490050314567
33410,2094.991,2294,ENST00000536084,1809.647705,26.583059000000002,,2028,4.7446838278933425,1806.2635372827995,46.733664615046095
6227,953.9910000000001,1153,ENST00000456164,450.0,14.516483,,554,4.744595335088976,449.56,22.012414678994205
5714,4794.991,4994,ENST00000378156,181.0,1.161673,,246,4.744090153034092,181.275,13.643290475541447
89154,1630.991,1830,ENST00000589804,205.0,3.8680800000000004,,276,4.7438560076624645,203.05988198727002,15.375702360045121
52259,3338.991,3538,ENST00000447399,1518.202718,13.992895,,1714,4.743501379642351,1518.2049645710001,41.27647907288316
26727,1279.991,1479,ENST00000421004,331.0,7.958188000000001,,414,4.743331459350658,329.465,17.821862276428917
68305,294.007,493,ENST00000558537,268.72532,28.128309,,366,4.743277261016868,269.14293052804004,20.41986250055213
13143,526.999,726,ENST00000446915,321.0,18.745107,,396,4.742519595959092,321.975,15.60879159320157
35557,574.998,774,ENST00000485554,213.980977,11.452531,,309,4.742387204712013,214.52877165146,19.920606283408038
65880,7007.991,7207,ENST00000392876,1065.0,4.676803,,1237,4.741729932323997,1066.545,35.94785077024773
52634,1277.991,1477,ENST00000419348,1597.0,38.456544,,1795,4.740165822486765,1596.5630928393498,41.86286188961784
14325,2408.991,2608,ENST00000458205,2053.598074,26.234534000000004,,2371,4.740148716025227,2046.290248283601,68.50201779928099
58465,2172.991,2372,ENST00000412531,484.892762,6.867217999999999,,591,4.739789536280656,484.50958580422497,22.467329694841
36581,2445.991,2645,ENST00000354926,463.98180599999995,5.837665,,701,4.73956328476394,466.7662153960352,49.42096360585491
14426,2323.991,2523,ENST00000422110,712.60276,9.436396,,868,4.739258289753885,712.6524739666249,32.778868872631634
41270,33.025999999999996,225,ENST00000448119,0.0,0.0,,3,4.739008160569011,0.2222542232061375,0.5861449659247558
61916,1477.991,1677,ENST00000542744,805.0,16.761667000000003,,940,4.736648650799331,806.665,28.14964964257992
70872,302.007,501,ENST00000543337,1138.758535,116.039899,,1316,4.73660260091202,1137.7423477319003,37.63407388953777
6933,400.004,599,ENST00000497986,657.642633,50.596253000000004,,801,4.736447553287643,654.109390083685,31.012823062794382
29118,2574.991,2774,ENST00000503039,369.815161,4.4197940000000004,,486,4.735804877356667,365.6875858779698,25.40485033437097
42766,414.00300000000004,613,ENST00000314355,3439.0,255.63551299999997,,3729,4.734809121317592,3445.19,59.9411703255784
8351,3796.991,3996,ENST00000339950,2128.0,17.247459,,2336,4.7343392616731155,2125.08999999155,44.54898315291295
26694,343.005,542,ENST00000511587,13.952795000000002,1.251853,,30,4.7339004130476345,14.151765276637303,3.347817516330001
81811,2853.991,3053,ENST00000398944,4357.005768999999,46.981685999999996,,5189,4.733765961137839,4357.116192893551,175.73403795959788
29645,329.00699999999995,528,ENST00000507820,261.0,24.413439999999998,,335,4.733222656303418,261.475,15.533813923180617
33406,660.998,860,ENST00000395236,477.87162300000006,22.248666,,642,4.733180821649487,480.55009384939484,34.1102341605324
22326,2288.991,2488,ENST00000409279,694.448499,9.336606,,858,4.732346120437703,692.0305880335502,35.07127495380642
50994,794.998,994,ENST00000432467,623.058637,24.118809,,763,4.732333339620024,626.5787863004097,28.827473448973922
51948,2970.991,3170,ENST00000396847,1734.0,17.961426,,1942,4.731150418553818,1733.36,44.09921087729347
90894,375.005,574,ENST00000586123,112.536346,9.235259,,172,4.730427753724556,112.89756183644953,12.49410016187553
49709,583.998,783,ENST00000464642,1452.598352,76.54677099999999,,1729,4.72834027276551,1454.9351430654006,57.962168779004664
83782,2290.991,2490,ENST00000423037,756.475026,10.161650999999999,,904,4.7280998306225746,757.0865329127404,31.072412248096445
50190,7257.991,7457,ENST00000493442,786.0,3.332723,,924,4.727884467874141,786.945,28.988652521288394
15078,1826.991,2026,ENST00000331456,442.0,7.445244000000001,,546,4.72530068535673,442.5491121444749,21.892974594423126
64054,1560.991,1760,ENST00000329548,502.254781,9.901860000000001,,678,4.722762370307922,507.9614815104701,36.00403855984045
27101,1594.991,1794,ENST00000451528,276.01320400000003,5.325553,,359,4.722316482262517,275.97124364827005,17.582209211007793
24315,1230.991,1430,ENST00000412366,570.069702,14.251685,,731,4.721761609750274,562.2501256811001,35.738753513188215
90134,2568.991,2768,ENST00000441969,584.339707,6.9999649999999995,,733,4.720856830619655,584.5172612766602,31.452497724623885
78215,2132.991,2332,ENST00000262293,958.0,13.821957999999999,,1104,4.720621918606143,956.315,31.28507271847072
12169,474.001,673,ENST00000477625,179.017527,11.622769,,238,4.719994014913779,179.58773913855995,12.375494688526013
37665,489.001,688,ENST00000378059,786.8250059999999,49.517842,,925,4.719492093963105,784.575299973545,29.75419753453511
12709,1191.991,1391,ENST00000544404,720.5597019999999,18.603306,,886,4.719095258969136,723.4625983248595,34.44249220572971
5162,1750.991,1950,ENST00000349505,439.589488,7.726032000000001,,588,4.717841692017107,437.1732279001699,31.969443221259155
75928,817.9910000000001,1017,ENST00000292090,79.763666,3.000888,,128,4.717592773242294,78.69064431925949,10.452228085564773
76794,1924.991,2124,ENST00000269576,510.0,8.153321,,616,4.717097492200255,509.725,22.529744228463848
8099,627.998,827,ENST00000494469,220.0,10.780957,,287,4.716632374888178,219.6,14.289856542317
61101,4217.991,4417,ENST00000378060,903.0,6.5883270000000005,,1049,4.7147404424743184,904.71,30.604017710098134
71573,829.9910000000001,1029,ENST00000261479,4504.266292,167.010534,,5055,4.714525622176695,4493.6086121483,119.07696189219253
51623,491.001,690,ENST00000429746,140.587286,8.811645,,210,4.711497142662286,139.44230740111502,14.975641598079278
84703,3590.991,3790,ENST00000300952,717.338864,6.147565,,1462,4.710800496613067,712.9609543280951,159.00462059695437
61214,1483.991,1683,ENST00000406936,7136.420889,147.99338400000002,,8144,4.710475027521391,7137.851653525605,213.5980640160237
13954,2622.991,2822,ENST00000383791,921.797089,10.815126,,1134,4.710414915384032,921.7652732134497,45.056482411644865
4108,2508.991,2708,ENST00000405677,2992.317299,36.703004,,3638,4.70998049080203,2979.7046384699497,139.76604846147754
71003,2551.991,2751,ENST00000557515,2259.833172,27.251494,,2734,4.708915590402453,2226.2315951145006,107.83128198781375
90021,353.005,552,ENST00000593632,53.35280699999999,4.651244,,97,4.708211349667379,53.22867966827601,9.296804472215612
74029,6132.991,6332,ENST00000447393,260.902849,1.309181,,352,4.707327878596565,258.44325571760993,19.874703163928096
6009,898.9910000000001,1098,ENST00000376629,204.0,6.983417,,272,4.707247537127822,204.38,14.36508266596472
78833,12.634,169,ENST00000528433,126.00003999999998,306.910513,,178,4.706695839189577,125.4250384706244,11.170248370761138
37680,5231.991,5431,ENST00000329474,993.0,5.84084,,1132,4.706184463697675,991.07,29.945702529745397
44775,2026.991,2226,ENST00000436750,870.9520050000001,13.223167000000002,,1207,4.70572712477715,871.9273944382345,71.20527745807904
60770,2643.991,2843,ENST00000360252,1964.391137,22.864466,,2188,4.705483860882409,1956.5967325892495,49.177358641998595
354,3558.991,3758,ENST00000423891,274.314348,2.372,,349,4.704593135867477,274.890552374875,15.752573173675724
42200,2032.991,2232,ENST00000536329,40.778341999999995,0.617287,,115,4.70443149694675,37.34044742756985,16.507744373115525
52044,3336.991,3536,ENST00000533371,2897.5207379999997,26.721729999999997,,3722,4.703579223592955,2906.3056124704976,173.41993166353268
32912,1953.991,2153,ENST00000317596,851.3080699999999,13.407793,,1000,4.702922367998092,854.8184922062693,30.870487844248764
81054,529.999,729,ENST00000561530,142.623297,8.281483,,209,4.702591632729528,139.05088890912003,14.874587579334282
25414,1414.991,1614,ENST00000408966,147.0,3.197104,,204,4.700023068140622,147.29,12.065898225992129
33851,1790.991,1990,ENST00000265395,1117.0,19.193442,,1287,4.698986864790592,1121.01,35.3246358792274
84641,1348.991,1548,ENST00000251289,1073.72361,24.494951,,1420,4.697139283290391,1080.1171632524602,72.35953976426448
15095,1417.991,1617,ENST00000455683,98.173736,2.130664,,162,4.696700211674114,97.95318479500602,13.636555947471221
57176,1362.991,1562,ENST00000530356,371.0,8.376721,,463,4.6935410008970955,370.62,19.682367743744656
46645,4664.991,4864,ENST00000521271,1624.848388,10.71902,,1844,4.692601076891822,1618.351196667949,48.08608267240803
49031,12201.991000000002,12401,ENST00000324545,6137.401724,15.479142000000001,,6717,4.691899780444818,6122.835002075052,126.63633618120838
3306,18245.991,18445,ENST00000329627,785.035863,1.324083,,928,4.6906154218755605,786.31624110992,30.205793088325105
59527,3989.991,4189,ENST00000370631,426.671303,3.2908989999999996,,532,4.689692284214976,424.44678316295017,22.93396033660096
60269,1096.991,1296,ENST00000368695,0.219662,0.006162,,1,4.689462721168949,0.17341994514073697,0.17626327449580836
85769,973.9910000000001,1173,ENST00000590320,207.0,6.540464,,276,4.688494992513637,208.42,14.414007076451718
41873,573.999,773,ENST00000520187,158.971519,8.523176,,222,4.687437664976609,158.44753915490003,13.558038610294162
23171,444.00199999999995,643,ENST00000432457,4966.032777,344.205193,,5328,4.686970583990624,4969.0632712610995,76.58181810761252
20580,4715.991,4915,ENST00000401558,5439.485682,35.495877,,5987,4.6866820622232686,5433.555977570497,118.08866380984254
70648,1761.991,1961,ENST00000250489,333.320964,5.8217300000000005,,438,4.68604589783566,334.24202767226996,22.141902702159328
86239,349.005,548,ENST00000590472,229.0,20.192799,,301,4.685992600535737,228.86,15.39481730973122
54829,1526.991,1726,ENST00000312629,196.652277,3.963288,,272,4.684918089098431,195.71280722779488,16.283570239941138
76984,362.005,561,ENST00000590249,68.013646,5.781948000000001,,107,4.68479005158957,67.64973739601248,8.399578672823512
89383,4695.991,4895,ENST00000601973,719.037607,4.712130999999999,,980,4.682903645927515,724.9422948262899,54.465717097451055
59214,717.998,917,ENST00000372013,145.0,6.214951,,201,4.681412394352664,146.035,11.741114725612729
54418,1096.991,1296,ENST00000310597,5.970864,0.167505,,17,4.680031657532432,5.614314095653104,2.432822411793268
40453,3111.991,3311,ENST00000229633,618.0,6.111435,,739,4.679701024610242,619.9,25.450343809072606
20568,2237.991,2437,ENST00000357022,217.48256899999998,2.990606,,325,4.679574299631286,219.45039725209503,22.555385594843845
85110,420.00300000000004,619,ENST00000598219,102.0,7.4737800000000005,,151,4.679211284814854,101.935,10.485741509306816
52300,4386.991,4586,ENST00000361367,2278.3204530000003,15.982368,,2505,4.679193819883441,2279.7741814844508,48.13346640151778
77868,669.998,869,ENST00000511860,657.51418,30.201221000000004,,831,4.677895687447744,652.66133159811,38.123694993975256
59067,203.011,402,ENST00000446377,142.0,21.525928,,204,4.6774648437432615,141.94,13.267870967114504
2046,2055.991,2255,ENST00000370053,120.0,1.7961939999999998,,166,4.676265128766183,118.28792447791652,10.203030454492675
78940,394.004,593,ENST00000584208,423.0,33.039409,,525,4.675721763226997,422.495,21.92281859159539
25981,4888.991,5088,ENST00000397128,604.337756,3.8041139999999998,,734,4.673476644972165,605.6550465742948,27.462414638100665
51646,687.998,887,ENST00000417766,1896.1676309999998,84.81691,,2435,4.6734218593955745,1898.2676735990506,114.84782297619637
16500,1226.991,1426,ENST00000485064,1161.86445,29.141185999999998,,1322,4.672804733885117,1165.1140195006,33.57426415911028
45779,3461.991,3661,ENST00000174653,1859.0,16.525192,,2054,4.671658523966277,1853.8386061053502,42.845895706587534
74645,2019.991,2219,ENST00000250101,1843.391238,28.084143,,2127,4.670439641424085,1836.8218164188997,62.13080691748768
56861,2605.991,2805,ENST00000456860,387.0,4.570157,,482,4.669463578421073,388.875,19.94340429816334
68686,3429.991,3629,ENST00000380557,579.1936,5.196654,,790,4.6679143470477245,573.7532826644301,46.32619651051172
57578,486.001,685,ENST00000440613,1377.985646,87.257113,,1551,4.667853857804184,1378.5124835074498,36.95221010490042
53762,2665.991,2865,ENST00000301765,299.307284,3.455029,,389,4.667418287620159,300.62019286406496,18.935480321177398
25649,1522.991,1722,ENST00000535119,604.0,12.204857,,725,4.665689239592331,601.2,26.53412896629547
10535,6420.991,6620,ENST00000368474,1974.45828,9.46322,,3168,4.665530048708893,1975.621699114351,255.57188324521016
40123,1202.991,1402,ENST00000504373,2042.615505,52.25374,,2261,4.664871678761428,2041.435762859849,47.06758347497514
23566,1927.991,2127,ENST00000487698,1912.8862,30.533544,,2148,4.663147693190342,1912.2853224994,50.54840485640574
68963,4495.991,4695,ENST00000300107,717.308622,4.909912,,844,4.662596719042628,717.29996718266,27.173706080965832
45960,1807.991,2007,ENST00000359530,1926.0,32.783334,,2128,4.662016467085211,1921.785,44.23300549363563
70492,7471.991,7671,ENST00000388948,1051.399482,4.330364,,1563,4.6619920285652,1041.98058711396,111.75896691663625
5257,2141.991,2341,ENST00000395593,344.423707,4.948442,,460,4.661925506998005,337.1628604598799,26.349013804645654
18186,569.999,769,ENST00000491873,587.0,31.692532,,696,4.660873958035538,584.305,23.964389727259906
28076,370.005,569,ENST00000513256,408.708795,33.993784000000005,,507,4.660833650217492,408.7384838053551,21.082390741420188
84798,305.007,504,ENST00000589880,99.762976,10.065892999999999,,151,4.66051949425649,99.94004322925146,10.955850916120742
13050,2746.991,2956,ENST00000366676,634.0,7.102726,,750,4.656954466966865,633.555,25.00453908793362
85361,2616.991,2816,ENST00000381480,184.560404,2.170348,,249,4.654369942501594,184.53577485628,13.850258131624209
80220,1959.991,2159,ENST00000561734,411.075117,6.454464,,610,4.6540622275978984,400.54843567927986,45.00403176362865
51669,536.999,736,ENST00000397298,288.259693,16.519737,,449,4.653963231701914,287.44550582888,34.71331553946139
48064,389.005,588,ENST00000530478,222.091662,17.569947,,297,4.652664586566108,220.1491201943501,16.517605852686142
13284,2195.991,2395,ENST00000331838,662.250663,9.28079,,811,4.651202891040625,657.3422483242197,33.036131786846674
57420,3458.991,3658,ENST00000397269,1525.1945560000001,13.569657000000001,,1933,4.650624927237258,1531.8287004216493,86.26180478000187
59610,472.001,671,ENST00000299166,872.140288,56.863911,,1212,4.650295409568424,876.7482842488753,72.09256320820232
37701,3055.991,3255,ENST00000349458,1503.0,15.135612,,1673,4.6502560816219525,1497.535,37.7323306330261
39146,7806.991,8006,ENST00000361428,2653.947944,10.461688,,2941,4.649677926504822,2658.737358050251,60.7058481063283
33281,562.999,762,ENST00000435060,215.95463700000002,11.804507000000001,,326,4.649323137663822,213.40596140311,24.217296854411778
92977,2042.991,2242,ENST00000578613,391.97407000000004,5.904511,,484,4.648415854827288,392.1004083758198,19.770088239576125
24742,566.999,766,ENST00000426904,0.0,0.0,,2,4.647490502626964,0.08669910556055449,0.41168473466658284
12281,7486.991,7686,ENST00000367187,353.898526,1.4546700000000001,,449,4.646897194997588,354.2042689722751,20.3997908819186
4323,2383.991,2583,ENST00000382034,12.513059,0.16153,,42,4.646279837520818,11.600854195864153,6.542685087249579
85083,600.998,800,ENST00000596496,230.10785800000002,11.782871,,306,4.6460898892051565,229.99169275012497,16.359629077877866
6357,683.998,883,ENST00000264202,1541.806892,69.369417,,1922,4.645998220125656,1542.6381073705495,81.65347351751466
8173,715.998,915,ENST00000194214,294.92091400000004,12.67613,,381,4.645792681580412,293.7623423455399,18.77777671834971
48449,463.001,662,ENST00000432757,276.977414,18.410082,,376,4.64566078453022,278.7053692545997,20.9431198828347
76509,1476.991,1676,ENST00000520237,55.900348,1.164742,,196,4.6451935472730685,54.58563321075252,30.443159224713874
60564,5459.991,5659,ENST00000381801,817.0800059999999,4.605382,,959,4.644177311883432,813.3931341875799,31.352563873873645
3124,5236.991,5436,ENST00000400337,0.0,0.0,,61,4.643503889605575,4.236924374363654,12.224190390515185
70906,722.998,922,ENST00000557221,226.55431800000002,9.643355,,348,4.642010781057237,223.46304338824004,26.82823510879399
34647,3241.991,3441,ENST00000610177,138.0,1.309967,,190,4.641296187810375,138.065,11.189762061813466
7912,921.9910000000001,1121,ENST00000488942,281.076688,9.381911,,372,4.640084937498805,282.6950457086649,19.246405075393753
85121,204.011,403,ENST00000592515,150.29671000000002,22.671967000000002,,207,4.639505303686023,150.25253633928995,12.231360877123038
64900,4564.991,4764,ENST00000308330,657.0,4.429131,,772,4.639503858901985,656.65,24.862572272393695
38890,3556.991,3756,ENST00000359534,374.0,3.235802,,468,4.638788405917837,375.98,19.837076397493664
33283,435.00199999999995,634,ENST00000435336,389.702706,27.569883,,530,4.6375388078598565,391.97715179696,29.76209017790088
20338,379.005,578,ENST00000455383,659.0,53.509857,,783,4.6375151488652016,660.46,26.42363336106524
60443,4035.991,4235,ENST00000361479,1574.224808,12.003547,,1835,4.636994984942586,1571.5512627290987,56.81454004724642
28935,355.005,554,ENST00000518247,391.57966600000003,33.945199,,490,4.634018845858321,393.6848319259849,20.784371250474585
47436,5311.991,5511,ENST00000334705,960.273001,5.563274,,1156,4.632455596836188,957.373097414945,42.877238309787685
60988,4640.991,4840,ENST00000267163,1315.0,8.719831,,1471,4.630365288974624,1310.275,34.71108432475137
21079,2355.991,2555,ENST00000233668,339.91403399999996,4.440057,,510,4.629531587956389,338.731328431045,36.994816498175794
86686,531.999,731,ENST00000596878,88.820181,5.137993,,138,4.629296325596524,88.37890858941999,10.71892743962246
45744,3673.991,3873,ENST00000523277,1195.712193,10.015707,,1429,4.628550891506416,1197.6459401004497,49.984123610716836
49098,3638.991,3838,ENST00000328306,669.0,5.657678,,797,4.623784829456469,668.87,27.711064577168443
93074,552.999,752,ENST00000588162,423.22555800000004,23.55268,,556,4.62327358811553,422.9676725519749,28.774487365401576
11613,300.007,499,ENST00000426793,315.0,32.312598,,402,4.622980335535435,315.16,18.784419075393306
4527,384.005,583,ENST00000445195,97.055369,7.778144,,141,4.622923017207285,96.53602972642102,9.61815070423555
82171,2055.991,2255,ENST00000470110,274.0,4.101309,,352,4.622645128213192,273.11,17.0659866400979
93079,1019.9910000000001,1219,ENST00000262197,414.910725,12.518477,,579,4.621985571354232,418.87117778551493,34.645028579690624
7002,1380.991,1580,ENST00000339394,79.0,1.760473,,119,4.619497542981329,79.59,8.531230860784394
50453,1380.991,1580,ENST00000371410,1036.0,23.086709,,1176,4.619449075717017,1035.09,30.503637488011154
72321,2634.991,2834,ENST00000246166,356.705746,4.166046,,474,4.61850711778644,354.10466013715035,25.959760763628125
60848,9713.991,9913,ENST00000025301,2239.0,7.093317999999999,,2462,4.618327860491248,2245.585,46.86003387749523
89783,264.007,463,ENST00000595242,153.0,17.834816,,214,4.617794506034971,153.22,13.162127487606247
25343,325.007,524,ENST00000429899,327.033562,30.966576,,416,4.61735025394973,325.31601377670523,19.639832639016877
31652,1775.991,1975,ENST00000451321,1600.436572,27.732614,,1799,4.615945123648801,1600.1253544219499,43.084274238694626
23273,1203.991,1403,ENST00000339307,428.0,10.939908,,519,4.614739448576552,428.285,19.657664535747873
90627,2634.991,2834,ENST00000324602,1027.436793,11.999663,,2344,4.613813853072023,1019.1823373825653,287.14155031099256
71190,313.007,512,ENST00000559056,2630.751194,258.653861,,2952,4.613479690064518,2634.91455846845,68.73021294846438
15144,759.998,959,ENST00000415204,163.257525,6.610796000000001,,223,4.613459823085197,162.871288171355,13.033322958133976
6174,10425.991,10625,ENST00000480945,2455.0,7.246481,,2695,4.612045641650507,2455.56353672165,51.91545831984939
2797,510.0,709,ENST00000380747,616.608347,37.207640000000005,,778,4.611763150164137,617.4556934767899,34.81191494352788
37114,5877.991,6077,ENST00000275820,723.0,3.785318,,849,4.610510114409188,722.875,27.355975124275865
19723,637.998,837,ENST00000456311,245.34724100000003,11.834632000000001,,332,4.609608484001725,244.068492290105,19.075699815954714
14972,665.998,865,ENST00000442157,779.887462,36.037271999999994,,991,4.608437388430314,785.7398338427951,44.540079175756986
49650,3102.991,3314,ENST00000204961,99.0,0.981856,,146,4.6069516958307,98.565,10.296396214210096
67881,1994.991,2194,ENST00000306243,180.508907,2.784523,,295,4.605713521841191,181.93721578448,24.548375334104964
3308,615.998,815,ENST00000428061,278.17968199999996,13.897572,,377,4.605624404322575,280.8348064871701,20.87994701056707
68013,992.9910000000001,1192,ENST00000408047,253.36927400000002,7.852389,,330,4.605410832709473,252.7818181560749,16.76683897460149
72508,1517.991,1717,ENST00000389912,1501.0,30.430186,,1686,4.604731464645282,1501.07,40.16086527952305
88326,437.00199999999995,636,ENST00000596297,292.0,20.563270000000003,,373,4.604397328723773,292.95,17.38555434836635
22000,3884.991,4084,ENST00000429538,398.0,3.152725,,493,4.603635514744714,398.47039927580494,20.5336848283127
83927,794.998,994,ENST00000570215,1384.2240279999999,53.583778,,1668,4.603429609113533,1383.5626487061509,61.78813959286808
82254,262.007,461,ENST00000472468,369.1013,43.353615000000005,,461,4.602069845187815,367.67214532988,20.27953894869912
89375,116.015,315,ENST00000601649,323.0,85.680397,,399,4.601247752685694,322.235,16.683518064245327
61817,1347.991,1547,ENST00000540622,494.0,11.278025999999999,,593,4.599492248260924,492.9,21.76327181285021
13067,2643.991,2843,ENST00000366668,1360.0,15.829675,,1527,4.5987152006034595,1360.835,36.13291816335902
59335,3726.991,3926,ENST00000358935,676.0,5.581892,,793,4.59473666951543,674.965,25.689176222681805
30307,3758.991,3958,ENST00000308973,2800.4647800000002,22.927246,,3257,4.593056409198986,2800.9839798653993,99.28378393552724
72634,1513.991,1713,ENST00000311148,257.941014,5.243125,,347,4.590809432146555,259.2172295955599,19.121414578821874
82165,2306.991,2506,ENST00000223459,207.088227,2.762502,,291,4.590445676855945,206.96277287742498,18.306986519037338
49295,2179.991,2379,ENST00000603986,98.0,1.383453,,145,4.586992966184214,97.22,10.416410130174407
89403,638.998,838,ENST00000552360,65.0,3.13045,,103,4.586205650609306,64.945,8.297709021169638
55997,6906.991,7106,ENST00000524717,1288.0,5.738786,,1463,4.58619054104437,1285.45,38.714047837961864
82840,3567.991,3767,ENST00000340339,1921.2350800000002,16.571042000000002,,2367,4.585433943987818,1914.6303795310998,98.65361184889025
33304,6644.991,6844,ENST00000402050,316.42056099999996,1.465424,,403,4.584343567363165,317.4800939039651,18.654776815784004
59458,5941.991,6141,ENST00000371142,1121.190655,5.806849,,1290,4.58400361806193,1118.5624780968992,37.399080844439396
2059,1497.991,1697,ENST00000609142,649.855109,13.350589999999999,,818,4.583948997409336,647.4549486734502,37.20483177778266
28187,5562.991,5762,ENST00000389057,2233.8284989999997,12.357611,,2956,4.583581563048426,2206.522969612001,163.51340541860904
74255,2816.991,3016,ENST00000491788,470.0,5.134586,,563,4.583275435311694,470.61,20.15807282455344
33669,2715.991,2915,ENST00000356195,1756.1572469999999,19.898857999999997,,1957,4.5829500961421905,1759.44384689655,43.106765065966506
7490,424.00300000000004,623,ENST00000527311,559.0,40.572843,,669,4.581651546118074,562.58,23.227432057806126
37658,3847.991,4047,ENST00000230048,1861.821254,14.890079,,2073,4.58023896022174,1862.9801424187485,45.85347170862106
58765,2370.991,2570,ENST00000373248,522.767282,6.785339,,639,4.579517978175974,521.8797190407654,25.574805365407414
7355,2103.991,2303,ENST00000327331,1836.819093,26.866778000000004,,2193,4.57819907265364,1837.8714579575503,77.56948450837201
19689,1103.991,1303,ENST00000429697,89.0,2.480948,,129,4.573764168123587,88.595,8.83408031432814
50889,867.9910000000001,1067,ENST00000355203,539.6053509999999,19.131728,,671,4.573670854860421,537.8724329663946,29.10737813415919
53198,690.998,890,ENST00000525488,306.605165,13.655122,,391,4.572588125366888,305.68299299393,18.65836254369061
42476,5721.991,5921,ENST00000361138,988.0,5.313771,,1130,4.572268085464161,986.72,31.33674520431246
9288,3006.991,3206,ENST00000369851,4357.0,44.591132,,4662,4.570459778109434,4355.04,67.16173315214552
71952,1717.991,1917,ENST00000245451,485.993318,8.705675999999999,,618,4.5694848185267505,467.7937746639946,32.87158865852922
25448,5072.991,5272,ENST00000264930,358.417004,2.17429,,455,4.5685100946345045,358.7936464041551,21.058584002875392
